epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
277,36442.8,0.53835,0.40919,0.97948,0.90787,0.85732,0.90145,0.76536,0.68851,0.5651,1.10019,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,36573.2,0.54266,0.40409,0.98078,0.90749,0.85749,0.9015,0.76559,0.68831,0.56503,1.10024,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,36704.1,0.5382,0.4017,0.9758,0.90752,0.85747,0.90148,0.76592,0.68846,0.56505,1.10047,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,36836.4,0.54037,0.40855,0.97865,0.90734,0.85777,0.90132,0.76561,0.68854,0.56499,1.10066,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,36967,0.53674,0.40006,0.97692,0.90726,0.8581,0.90132,0.76602,0.68846,0.56535,1.10089,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,37099,0.53175,0.39095,0.97026,0.90666,0.85816,0.90131,0.76577,0.68807,0.56559,1.10076,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,37230.1,0.536,0.40565,0.98373,0.90692,0.85955,0.90143,0.76549,0.68815,0.56574,1.10094,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,37362.5,0.53715,0.40681,0.98387,0.90569,0.85978,0.90184,0.76555,0.68799,0.56567,1.10106,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,37495.1,0.53476,0.40702,0.97912,0.90631,0.85995,0.90175,0.76574,0.68805,0.56636,1.1013,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,37626.1,0.53087,0.39948,0.97504,0.90364,0.86237,0.90176,0.76536,0.68824,0.56664,1.10154,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,37757.6,0.52576,0.39836,0.97195,0.90329,0.862,0.90077,0.76546,0.68788,0.56652,1.10142,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,37887.6,0.52791,0.39695,0.9769,0.90359,0.86166,0.90075,0.76511,0.68779,0.56636,1.1016,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,38017.8,0.52657,0.39369,0.97491,0.90396,0.86195,0.90054,0.76542,0.6876,0.56713,1.10176,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,38147.8,0.52674,0.3979,0.97423,0.90341,0.86314,0.90128,0.76547,0.68747,0.56681,1.10186,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,38310.6,0.39996,0.26017,0.88953,0.90369,0.86382,0.90095,0.76526,0.68714,0.5674,1.10171,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,38439.5,0.39151,0.25047,0.88533,0.90425,0.86425,0.90091,0.76512,0.687,0.56731,1.10181,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,38568.2,0.38443,0.24808,0.88448,0.90403,0.86479,0.90088,0.76513,0.68682,0.56775,1.10191,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,38696.3,0.37997,0.24285,0.88294,0.90413,0.86562,0.90075,0.76553,0.68658,0.56884,1.10158,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,38824.5,0.37371,0.24309,0.87979,0.9043,0.86494,0.90091,0.76558,0.68612,0.56858,1.1015,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,38952.7,0.3758,0.24256,0.8831,0.90426,0.86524,0.90089,0.76557,0.68617,0.56857,1.10163,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,39080.5,0.37249,0.23805,0.87784,0.90359,0.8652,0.90066,0.76591,0.6862,0.56864,1.10183,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,39208.1,0.37348,0.23972,0.87547,0.90343,0.86545,0.90073,0.76597,0.68546,0.56855,1.10136,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,39335.9,0.37615,0.23795,0.87741,0.90358,0.86528,0.90071,0.76636,0.68528,0.56942,1.10132,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,39464,0.37002,0.23713,0.8775,0.90352,0.86551,0.90062,0.76592,0.68486,0.56944,1.1012,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
